"CNN19980126.1600.1104.tml_2",shaking,"OCCURRENCE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"freezing","executive","salaries","and","shaking","up","management.","CT+"
"CNN19980126.1600.1104.tml_3",changes,"ASPECTUAL","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","the","changes","are","part","CT+"
"CNN19980126.1600.1104.tml_3",initiative,"I_ACTION","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"billion","dollar","cost","cutting","initiative","to","revitalize","CT+"
"CNN19980126.1600.1104.tml_3",cutting,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"six","billion","dollar","cost","cutting","initiative","to","NA"
"CNN19980126.1600.1104.tml_3",revitalize,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"cost","cutting","initiative","to","revitalize","its","position","Uu"
"CNN19980126.1600.1104.tml_4",drop,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"announced","an","eighteen","percent","drop","in","profits","CT+"
"CNN19980126.1600.1104.tml_4",profits,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"eighteen","percent","drop","in","profits","for","the","CT+"
"CNN19980126.1600.1104.tml_4",announced,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"at","and","t","also","announced","an","eighteen","CT+"
"CNN19980126.1600.1104.tml_5",shake,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"sales","force","applauded","the","shake","up.","_","CT+"
"CNN19980126.1600.1104.tml_5",applauded,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","companysquotes","sales","force","applauded","the","shake","CT+"
"CNN19980126.1600.1104.tml_6",used,"STATE","PRESENT","NONE","VERB","NEG","AUTHOR",RELSOURCELEVEL1,"not","something","wesquotere","not","used","to","in","CT+"
"CNN19980126.1600.1104.tml_7",think,"I_STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","but","i","think","right","nowcomma","CT+"
"CNN19980126.1600.1104.tml_7",intense,"STATE","PRESENT","NONE","ADJECTIVE","POS","AUTHOR",RELSOURCELEVEL1,"people","herecomma","itsquotes","fairly","intense","as","you","PR+"
"CNN19980126.1600.1104.tml_9",here,"STATE","NONE","NONE","OTHER","POS","AUTHOR",RELSOURCELEVEL1,"knowcomma","since","hesquotes","been","here","the","stock","CT+"
"CNN19980126.1600.1104.tml_9",skyrocketed,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"been","here","the","stock","skyrocketed","socomma","yeah","CT+"
"CNN19980126.1600.1104.tml_9",doing,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"yeah","i","think","hesquotes","doing","the","right","PR+"
"CNN19980126.1600.1104.tml_9",think,"I_STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"skyrocketed","socomma","yeah","i","think","hesquotes","doing","CT+"
"CNN19980126.1600.1104.tml_10",think,"I_STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","i","think","itsquotes","a","CT+"
"CNN19980126.1600.1104.tml_10",downsizing,"OCCURRENCE","PRESPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"finally","going","to","be","downsizing","you","know","CT+"
"CNN19980126.1600.1104.tml_10",waste,"STATE","PRESENT","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"a","whole","lot","of","waste.","_","_","CT+"
"CNN19980126.1600.1104.tml_11",news,"REPORTING","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","good","news","for","at","CT+"
"CNN19980126.1600.1104.tml_12",excellent,"STATE","PRESENT","NONE","ADJECTIVE","POS","AUTHOR",RELSOURCELEVEL1,"_","i","think","itsquotes","excellent","for","the","PR+"
"CNN19980126.1600.1104.tml_12",think,"I_STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","i","think","itsquotes","excellent","CT+"
"CNN19980126.1600.1104.tml_13",approaching,"I_ACTION","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","but","investors","are","approaching","the","changes","CT+"
"CNN19980126.1600.1104.tml_13",changes,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"investors","are","approaching","the","changes","with","caution","CT+"
"CNN19980126.1600.1104.tml_13",down,"OCCURRENCE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"of","at","and","t","down","nearly","four","CT+"
"wsj_0127.tml_3",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","reed","international","plc","said","that","net","CT+"
"wsj_0127.tml_3",income,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"plc","said","that","net","income","for","the","Uu"
"wsj_0127.tml_3",ended,"ASPECTUAL","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"for","the","six","months","ended","oct",".","CT+"
"wsj_0127.tml_3",slipped,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"ended","oct",".","1","slipped","5percentagesign","to","Uu"
"wsj_0127.tml_4",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"packaging","and","publishing","concerncomma","said","profit","from","CT+"
"wsj_0127.tml_4",fell,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"profit","from","continuing","lines","fell","10percentagesign","to","Uu"
"wsj_0127.tml_5",gains,"OCCURRENCE","PAST","NONE","NOUN","NEG","AUTHOR",RELSOURCELEVEL1,"there","were","no","one-time","gains","or","losses","CT-"
"wsj_0127.tml_5",losses,"OCCURRENCE","PAST","NONE","NOUN","NEG","AUTHOR",RELSOURCELEVEL1,"no","one-time","gains","or","losses","in","the","CT-"
"wsj_0127.tml_5",gain,"OCCURRENCE","PAST","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"there","was","a","one-time","gain","of","#","CT+"
"wsj_0127.tml_6",operations,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"this","year","from","discontinued","operationscomma","last","year","CT+"
"wsj_0127.tml_6",contributed,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"operationscomma","last","year","they","contributed","#","34","CT+"
"wsj_0127.tml_6",profit,"OCCURRENCE","PAST","NONE","NOUN","NEG","AUTHOR",RELSOURCELEVEL1,"while","there","was","no","profit","this","year","CT-"
"wsj_0127.tml_6",tax,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"#","34","millioncomma","before","tax.","_","_","CT+"
"wsj_0127.tml_7",fell,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","pretax","profit","fell","3.7percentagesign","to","CT+"
"wsj_0127.tml_7",rose,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"135","millioncomma","but","shares","rose","6","pence","CT+"
"wsj_0127.tml_7",trading,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"388","pence","in","early","trading","yesterday","in","CT+"
"wsj_0127.tml_7",below,"STATE","PAST","NONE","ADJECTIVE","POS","AUTHOR",RELSOURCELEVEL1,"133","million","and","was","below","analystssquote","expectations","CT+"
"wsj_0127.tml_8",paying,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","reed","is","paying","an","interim","CT+"
"wsj_0127.tml_8",up,"STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"dividend","of","4.6","pencecomma","up","15percentagesign","from","CT+"
"wsj_0127.tml_9",fell,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","sales","fell","20percentagesign","to","CT+"
"wsj_0127.tml_10",hurt,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","earnings","were","hurt","by","disposal","Uu"
"wsj_0127.tml_10",disposal,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"earnings","were","hurt","by","disposal","of","operations","Uu"
"wsj_0127.tml_10",restructuring,"OCCURRENCE","PRESPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"of","operations","in","its","restructuringcomma","reed","said.","Uu"
"wsj_0127.tml_10",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"in","its","restructuringcomma","reed","said.","_","_","CT+"
"PRI19980303.2000.2550.tml_1",vote,"I_ACTION","FUTURE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"loudon","countycomma","virginiacomma","will","vote","on","whether","CT+"
"PRI19980303.2000.2550.tml_1",located,"OCCURRENCE","PASTPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"whether","a","school","now","located","in","mount","CT+"
"PRI19980303.2000.2550.tml_1",relocate,"OCCURRENCE","NONE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"in","mount","vernon","can","relocate","to","their","Uu"
"PRI19980303.2000.2550.tml_2",implications,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"tomorrowsquotes","vote","has","international","implications.","_","_","CT+"
"PRI19980303.2000.2550.tml_2",vote,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"county","businesscomma","but","tomorrowsquotes","vote","has","international","CT+"
"PRI19980303.2000.2550.tml_3",decide,"I_ACTION","FUTURE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","the","board","will","decide","whether","the","CT+"
"PRI19980303.2000.2550.tml_3",funded,"STATE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","islamic","saudi","academycomma","funded","by","the","CT+"
"PRI19980303.2000.2550.tml_3",move,"OCCURRENCE","NONE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"of","saudi","arabiacomma","can","move","to","ashburn","Uu"
"PRI19980303.2000.2550.tml_4",laid,"I_ACTION","PRESENT","PERFECTIVE","VERB","NEG","AUTHOR",RELSOURCELEVEL1,"residents","have","not","exactly","laid","out","the","CT-"
"PRI19980303.2000.2550.tml_8",says,"REPORTING","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","the","school","says","it","teaches","CT+"
"PRI19980303.2000.2550.tml_8",teaches,"OCCURRENCE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","school","says","it","teaches","the","children","Uu"
"PRI19980303.2000.2550.tml_9",learning,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","theysquotere","learning","a","civics","CT+"
"PRI19980303.2000.2550.tml_10",has,"STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","islamic","saudi","academy","has","twelve","hundred","CT+"
"PRI19980303.2000.2550.tml_10",take,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"american","students","but","would","take","thirty-five","hundred","Uu"
"PRI19980303.2000.2550.tml_10",had,"STATE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"thirty-five","hundred","if","it","had","the","room.","Uu"
"PRI19980303.2000.2550.tml_11",bought,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","the","academy","bought","a","hundred","CT+"
"PRI19980303.2000.2550.tml_11",asked,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"loudon","countycomma","virginiacomma","and","asked","for","permission","CT+"
"PRI19980303.2000.2550.tml_11",permission,"I_STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"virginiacomma","and","asked","for","permission","to","build","Uu"
"PRI19980303.2000.2550.tml_11",build,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"asked","for","permission","to","build","a","fifty","Uu"
"PRI19980303.2000.2550.tml_12",dropped,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"suburban","housing","tractscomma","someone","dropped","off","leaflets","CT+"
"PRI19980303.2000.2550.tml_12",warning,"I_ACTION","PRESPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"someone","dropped","off","leaflets","warning","the","school","CT+"
"PRI19980303.2000.2550.tml_12",bring,"OCCURRENCE","NONE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"warning","the","school","could","bring","thousands","of","Uu"
"PRI19980303.2000.2550.tml_13",became,"I_STATE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"mostly","middle","class","area","became","alarmed.","_","CT+"
"PRI19980303.2000.2550.tml_14",says,"REPORTING","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","arab","american","institute","says","itsquotes","a","CT+"
"PRI19980303.2000.2550.tml_15",think,"I_STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"our","culturecomma","um","i","thinkcomma","a","sense","CT+"
"PRI19980303.2000.2550.tml_15",ignorance,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"a","sense","ofcomma","of","ignorance","about","islamcomma","PR+"
"PRI19980303.2000.2550.tml_15",fear,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"ignorance","about","islamcomma","a","fear","about","who","PR+"
"PRI19980303.2000.2550.tml_16",bigotry,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"local","residents","denounced","the","bigotrycomma","but","opposition","CT+"
"PRI19980303.2000.2550.tml_16",denounced,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","many","local","residents","denounced","the","bigotrycomma","CT+"
"PRI19980303.2000.2550.tml_16",opposition,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"denounced","the","bigotrycomma","but","opposition","to","the","CT+"
"PRI19980303.2000.2550.tml_16",shifted,"ASPECTUAL","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"to","the","school","then","shifted.","_","_","CT+"
"PRI19980303.2000.2550.tml_17",targeting,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"of","the","academy","are","targeting","its","ownercomma","CT+"
"PRI19980303.2000.2550.tml_18",led,"OCCURRENCE","PRESENT","PERFECTIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"school","in","ashburn","has","led","the","anti-saudi","CT+"
"PRI19980303.2000.2550.tml_18",campaign,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"has","led","the","anti-saudi","campaign.","_","_","CT+"
"PRI19980303.2000.2550.tml_19",says,"REPORTING","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","james","allmen","says","he","has","CT+"
"PRI19980303.2000.2550.tml_19",has,"STATE","PRESENT","NONE","VERB","NEG","AUTHOR",RELSOURCELEVEL1,"funded","academycomma","but","he","has","a","big","Uu"
"PRI19980303.2000.2550.tml_19",has,"STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"funded","academycomma","but","he","has","a","big","Uu"
"PRI19980303.2000.2550.tml_24",unfair,"I_STATE","PAST","NONE","ADJECTIVE","POS","AUTHOR",RELSOURCELEVEL1,"service","and","it","was","unfair","to","penalize","Uu"
"PRI19980303.2000.2550.tml_24",hearing,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"_","at","a","public","hearing","on","the","CT+"
"PRI19980303.2000.2550.tml_24",split,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"saudi","academysquotes","applicationcomma","the","split","in","county","CT+"
"PRI19980303.2000.2550.tml_24",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"academycomma","including","ann","robinsoncomma","said","the","saudis","CT+"
"PRI19980303.2000.2550.tml_24",providing,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","saudis","were","just","providing","a","service","Uu"
"PRI19980303.2000.2550.tml_24",penalize,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"it","was","unfair","to","penalize","children.","_","Uu"
"PRI19980303.2000.2550.tml_25",further,"OCCURRENCE","PRESENT","NONE","VERB","NEG","AUTHOR",RELSOURCELEVEL1,"_","we","do","not","further","the","purpose","CT-"
"PRI19980303.2000.2550.tml_25",violating,"OCCURRENCE","PRESPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"in","the","world","by","violating","the","human","Uu"
"PRI19980303.2000.2550.tml_26",status,"STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"about","its","tax","exempt","statuscomma","and","wondered","CT+"
"PRI19980303.2000.2550.tml_26",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","but","opponents","said","the","school","CT+"
"PRI19980303.2000.2550.tml_26",target,"I_STATE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"school","might","be","a","target","for","terrorist","Uu"
"PRI19980303.2000.2550.tml_26",attacks,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"a","target","for","terrorist","attackscomma","complained","about","Uu"
"PRI19980303.2000.2550.tml_26",complained,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"target","for","terrorist","attackscomma","complained","about","its","CT+"
"PRI19980303.2000.2550.tml_26",wondered,"I_ACTION","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"tax","exempt","statuscomma","and","wondered","why","the","CT+"
"PRI19980303.2000.2550.tml_26",compelled,"I_ACTION","PRESENT","NONE","VERB","NEG","AUTHOR",RELSOURCELEVEL1,"the","saudis","are","not","compelled","to","allow","CT-"
"PRI19980303.2000.2550.tml_26",allow,"I_ACTION","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"are","not","compelled","to","allow","christians","to","CT-"
"PRI19980303.2000.2550.tml_26",worship,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"to","allow","christians","to","worship","in","their","Uu"
"PRI19980303.2000.2550.tml_27",delivered,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","virginia","welch","delivered","this","message","CT+"
"PRI19980303.2000.2550.tml_28",embrace,"STATE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"citizens","of","loudon","county","embrace","religious","and","Uu"
"PRI19980303.2000.2550.tml_28",urge,"I_ACTION","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","i","urge","you","to","CT+"
"PRI19980303.2000.2550.tml_28",do,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"embrace","religious","and","human","freedom.","_","_","Uu"
"PRI19980303.2000.2550.tml_28",send,"I_ACTION","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"the","right","thing","and","send","a","message","Uu"
"PRI19980303.2000.2550.tml_29",say,"REPORTING","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","loudon","county","officials","say","theysquotell","rule","CT+"
"PRI19980303.2000.2550.tml_29",rule,"OCCURRENCE","FUTURE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"county","officials","say","theysquotell","rule","on","the","Uu"
"PRI19980303.2000.2550.tml_29",based,"STATE","NONE","NONE","ADJECTIVE","POS","AUTHOR",RELSOURCELEVEL1,"rule","on","the","application","based","only","on","Uu"
"PRI19980303.2000.2550.tml_29",ignore,"I_ACTION","FUTURE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"land","use","issues","and","ignore","all","the","Uu"
"PRI19980303.2000.2550.tml_29",objections,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"ignore","all","the","other","objections.","_","_","CT+"
"PRI19980303.2000.2550.tml_30",objections,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"whatsquotes","really","behind","those","objectionscomma","some","saycomma","CT+"
"PRI19980303.2000.2550.tml_30",say,"REPORTING","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"behind","those","objectionscomma","some","saycomma","is","loudon","CT+"
"PRI19980303.2000.2550.tml_30",collision,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"saycomma","is","loudon","countysquotes","collision","with","a","Uu"
"PRI19980303.2000.2550.tml_30",changing,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"that","the","country","is","changing","religiously","as","Uu"
"PRI19980303.2000.2550.tml_31",according,"I_STATE","PRESPART","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"_","_","_","_","according","to","the","CT+"
"PRI19980303.2000.2550.tml_31",religion,"STATE","FUTURE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"be","the","second","largest","religion","in","the","Uu"
"wsj_0027.tml_4",resigned,"OCCURRENCE","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"financial","officercomma","james","mcalpinecomma","resigned","and","its","Uu"
"wsj_0027.tml_4",stepping,"OCCURRENCE","PRESENT","PROGRESSIVE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"chairmancomma","frank","stronachcomma","is","stepping","in","to","Uu"
"wsj_0027.tml_4",help,"I_ACTION","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"is","stepping","in","to","help","turn","the","Uu"
"wsj_0027.tml_4",turn,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"stepping","in","to","help","turn","the","automotive-parts","Uu"
"wsj_0027.tml_4",said,"REPORTING","PAST","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"manufacturer","aroundcomma","the","company","said.","_","_","CT+"
"wsj_0027.tml_5",reduce,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"direct","an","effort","to","reduce","overhead","and","Uu"
"wsj_0027.tml_5",curb,"OCCURRENCE","INFINITIVE","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"to","reduce","overhead","and","curb","capital","spending","Uu"
"wsj_0027.tml_5",spending,"OCCURRENCE","NONE","NONE","NOUN","POS","AUTHOR",RELSOURCELEVEL1,"overhead","and","curb","capital","spending","backslashuntil","a","CT+"
"wsj_0027.tml_5",achieved,"OCCURRENCE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"level","of","profit","is","achieved","and","maintainedcommabackslash","Uu"
"wsj_0027.tml_5",maintained,"OCCURRENCE","PRESENT","NONE","VERB","POS","AUTHOR",RELSOURCELEVEL1,"profit","is","achieved","and","maintainedcommabackslash","magna","said.","Uu"
