CNN19980126.1600.1104.tml_7_35	PR+	people herecomma itsquotes fairly intense as you 
CNN19980126.1600.1104.tml_9_36	CT+	knowcomma since hesquotes been here the stock 
CNN19980126.1600.1104.tml_9_37	CT+	been here the stock skyrocketed socomma yeah 
CNN19980126.1600.1104.tml_9_38	PR+	yeah i think hesquotes doing the right 
CNN19980126.1600.1104.tml_9_39	CT+	skyrocketed socomma yeah i think hesquotes doing 
CNN19980126.1600.1104.tml_10_40	CT+	_ _ _ i think itsquotes a 
CNN19980126.1600.1104.tml_10_41	CT+	finally going to be downsizing you know 
CNN19980126.1600.1104.tml_10_42	CT+	a whole lot of waste. _ _ 
CNN19980126.1600.1104.tml_11_43	CT+	_ _ _ good news for at 
CNN19980126.1600.1104.tml_12_44	PR+	_ i think itsquotes excellent for the 
CNN19980126.1600.1104.tml_12_45	CT+	_ _ _ i think itsquotes excellent 
CNN19980126.1600.1104.tml_13_46	CT+	_ but investors are approaching the changes 
CNN19980126.1600.1104.tml_13_47	CT+	investors are approaching the changes with caution 
CNN19980126.1600.1104.tml_13_48	CT+	of at and t down nearly four 
wsj_0127.tml_3_49	CT+	_ reed international plc said that net 
wsj_0127.tml_3_50	Uu	plc said that net income for the 
wsj_0127.tml_3_51	CT+	for the six months ended oct . 
wsj_0127.tml_3_52	Uu	ended oct . 1 slipped 5percentagesign to 
wsj_0127.tml_4_53	CT+	packaging and publishing concerncomma said profit from 
wsj_0127.tml_4_54	Uu	profit from continuing lines fell 10percentagesign to 
wsj_0127.tml_5_55	CT-	there were no one-time gains or losses 
wsj_0127.tml_5_56	CT-	no one-time gains or losses in the 
wsj_0127.tml_5_57	CT+	there was a one-time gain of # 
wsj_0127.tml_6_58	CT+	this year from discontinued operationscomma last year 
wsj_0127.tml_6_59	CT+	operationscomma last year they contributed # 34 
wsj_0127.tml_6_60	CT-	while there was no profit this year 
wsj_0127.tml_6_61	CT+	# 34 millioncomma before tax. _ _ 
wsj_0127.tml_7_62	CT+	_ _ pretax profit fell 3.7percentagesign to 
wsj_0127.tml_7_63	CT+	135 millioncomma but shares rose 6 pence 
wsj_0127.tml_7_64	CT+	388 pence in early trading yesterday in 
wsj_0127.tml_7_65	CT+	133 million and was below analystssquote expectations 
wsj_0127.tml_8_66	CT+	_ _ reed is paying an interim 
wsj_0127.tml_8_67	CT+	dividend of 4.6 pencecomma up 15percentagesign from 
wsj_0127.tml_9_68	CT+	_ _ _ sales fell 20percentagesign to 
wsj_0127.tml_10_69	Uu	_ _ earnings were hurt by disposal 
wsj_0127.tml_10_70	Uu	earnings were hurt by disposal of operations 
wsj_0127.tml_10_71	Uu	of operations in its restructuringcomma reed said. 
wsj_0127.tml_10_72	CT+	in its restructuringcomma reed said. _ _ 
PRI19980303.2000.2550.tml_1_73	CT+	loudon countycomma virginiacomma will vote on whether 
PRI19980303.2000.2550.tml_1_74	CT+	whether a school now located in mount 
PRI19980303.2000.2550.tml_1_75	Uu	in mount vernon can relocate to their 
PRI19980303.2000.2550.tml_2_76	CT+	tomorrowsquotes vote has international implications. _ _ 
PRI19980303.2000.2550.tml_2_77	CT+	county businesscomma but tomorrowsquotes vote has international 
PRI19980303.2000.2550.tml_3_78	CT+	_ the board will decide whether the 
PRI19980303.2000.2550.tml_3_79	CT+	the islamic saudi academycomma funded by the 
PRI19980303.2000.2550.tml_3_80	Uu	of saudi arabiacomma can move to ashburn 
PRI19980303.2000.2550.tml_4_81	CT-	residents have not exactly laid out the 
PRI19980303.2000.2550.tml_8_82	CT+	_ _ the school says it teaches 
PRI19980303.2000.2550.tml_8_83	Uu	the school says it teaches the children 
PRI19980303.2000.2550.tml_9_84	CT+	_ _ _ theysquotere learning a civics 
PRI19980303.2000.2550.tml_10_85	CT+	the islamic saudi academy has twelve hundred 
PRI19980303.2000.2550.tml_10_86	Uu	american students but would take thirty-five hundred 
PRI19980303.2000.2550.tml_10_87	Uu	thirty-five hundred if it had the room. 
PRI19980303.2000.2550.tml_11_88	CT+	_ _ the academy bought a hundred 
PRI19980303.2000.2550.tml_11_89	CT+	loudon countycomma virginiacomma and asked for permission 
PRI19980303.2000.2550.tml_11_90	Uu	virginiacomma and asked for permission to build 
PRI19980303.2000.2550.tml_11_91	Uu	asked for permission to build a fifty 
PRI19980303.2000.2550.tml_12_92	CT+	suburban housing tractscomma someone dropped off leaflets 
PRI19980303.2000.2550.tml_12_93	CT+	someone dropped off leaflets warning the school 
PRI19980303.2000.2550.tml_12_94	Uu	warning the school could bring thousands of 
PRI19980303.2000.2550.tml_13_95	CT+	mostly middle class area became alarmed. _ 
PRI19980303.2000.2550.tml_14_96	CT+	the arab american institute says itsquotes a 
PRI19980303.2000.2550.tml_15_97	CT+	our culturecomma um i thinkcomma a sense 
PRI19980303.2000.2550.tml_15_98	PR+	a sense ofcomma of ignorance about islamcomma 
PRI19980303.2000.2550.tml_15_99	PR+	ignorance about islamcomma a fear about who 
PRI19980303.2000.2550.tml_16_100	CT+	local residents denounced the bigotrycomma but opposition 
PRI19980303.2000.2550.tml_16_101	CT+	_ many local residents denounced the bigotrycomma 
PRI19980303.2000.2550.tml_16_102	CT+	denounced the bigotrycomma but opposition to the 
PRI19980303.2000.2550.tml_16_103	CT+	to the school then shifted. _ _ 
PRI19980303.2000.2550.tml_17_104	CT+	of the academy are targeting its ownercomma 
PRI19980303.2000.2550.tml_18_105	CT+	school in ashburn has led the anti-saudi 
PRI19980303.2000.2550.tml_18_106	CT+	has led the anti-saudi campaign. _ _ 
PRI19980303.2000.2550.tml_19_107	CT+	_ _ james allmen says he has 
PRI19980303.2000.2550.tml_19_108	Uu	funded academycomma but he has a big 
PRI19980303.2000.2550.tml_19_109	Uu	funded academycomma but he has a big 
PRI19980303.2000.2550.tml_24_110	Uu	service and it was unfair to penalize 
PRI19980303.2000.2550.tml_24_111	CT+	_ at a public hearing on the 
PRI19980303.2000.2550.tml_24_112	CT+	saudi academysquotes applicationcomma the split in county 
PRI19980303.2000.2550.tml_24_113	CT+	academycomma including ann robinsoncomma said the saudis 
PRI19980303.2000.2550.tml_24_114	Uu	the saudis were just providing a service 
PRI19980303.2000.2550.tml_24_115	Uu	it was unfair to penalize children. _ 
PRI19980303.2000.2550.tml_25_116	CT-	_ we do not further the purpose 
PRI19980303.2000.2550.tml_25_117	Uu	in the world by violating the human 
PRI19980303.2000.2550.tml_26_118	CT+	about its tax exempt statuscomma and wondered 
PRI19980303.2000.2550.tml_26_119	CT+	_ _ but opponents said the school 
PRI19980303.2000.2550.tml_26_120	Uu	school might be a target for terrorist 
PRI19980303.2000.2550.tml_26_121	Uu	a target for terrorist attackscomma complained about 
PRI19980303.2000.2550.tml_26_122	CT+	target for terrorist attackscomma complained about its 
PRI19980303.2000.2550.tml_26_123	CT+	tax exempt statuscomma and wondered why the 
PRI19980303.2000.2550.tml_26_124	CT-	the saudis are not compelled to allow 
PRI19980303.2000.2550.tml_26_125	CT-	are not compelled to allow christians to 
PRI19980303.2000.2550.tml_26_126	Uu	to allow christians to worship in their 
PRI19980303.2000.2550.tml_27_127	CT+	_ _ virginia welch delivered this message 
PRI19980303.2000.2550.tml_28_128	Uu	citizens of loudon county embrace religious and 
PRI19980303.2000.2550.tml_28_129	CT+	_ _ _ i urge you to 
PRI19980303.2000.2550.tml_28_130	Uu	embrace religious and human freedom. _ _ 
PRI19980303.2000.2550.tml_28_131	Uu	the right thing and send a message 
PRI19980303.2000.2550.tml_29_132	CT+	_ loudon county officials say theysquotell rule 
PRI19980303.2000.2550.tml_29_133	Uu	county officials say theysquotell rule on the 
PRI19980303.2000.2550.tml_29_134	Uu	rule on the application based only on 
PRI19980303.2000.2550.tml_29_135	Uu	land use issues and ignore all the 
PRI19980303.2000.2550.tml_29_136	CT+	ignore all the other objections. _ _ 
PRI19980303.2000.2550.tml_30_137	CT+	whatsquotes really behind those objectionscomma some saycomma 
PRI19980303.2000.2550.tml_30_138	CT+	behind those objectionscomma some saycomma is loudon 
PRI19980303.2000.2550.tml_30_139	Uu	saycomma is loudon countysquotes collision with a 
PRI19980303.2000.2550.tml_30_140	Uu	that the country is changing religiously as 
PRI19980303.2000.2550.tml_31_141	CT+	_ _ _ _ according to the 
PRI19980303.2000.2550.tml_31_142	Uu	be the second largest religion in the 
wsj_0027.tml_4_143	Uu	financial officercomma james mcalpinecomma resigned and its 
wsj_0027.tml_4_144	Uu	chairmancomma frank stronachcomma is stepping in to 
wsj_0027.tml_4_145	Uu	is stepping in to help turn the 
wsj_0027.tml_4_146	Uu	stepping in to help turn the automotive-parts 
wsj_0027.tml_4_147	CT+	manufacturer aroundcomma the company said. _ _ 
wsj_0027.tml_5_148	Uu	direct an effort to reduce overhead and 
wsj_0027.tml_5_149	Uu	to reduce overhead and curb capital spending 
wsj_0027.tml_5_150	CT+	overhead and curb capital spending backslashuntil a 
wsj_0027.tml_5_151	Uu	level of profit is achieved and maintainedcommabackslash 
wsj_0027.tml_5_152	Uu	profit is achieved and maintainedcommabackslash magna said. 
wsj_0027.tml_5_153	CT+	achieved and maintainedcommabackslash magna said. _ _ 
wsj_0027.tml_5_154	Uu	_ mr. stronach will direct an effort 
wsj_0027.tml_5_155	Uu	stronach will direct an effort to reduce 
wsj_0027.tml_6_156	CT+	vice president financecomma will succeed mr. mcalpine. 
wsj_0027.tml_7_157	CT+	_ _ an ambitious expansion has left 
wsj_0027.tml_7_158	CT+	an ambitious expansion has left magna with 
wsj_0027.tml_7_159	CT+	as the automotive industry enters a downturn. 
wsj_0027.tml_7_160	CT+	automotive industry enters a downturn. _ _ 
wsj_0027.tml_8_161	CT+	yearscomma despite steady sales growth. _ _ 
wsj_0027.tml_8_162	CT+	_ the company has reported declines in 
wsj_0027.tml_8_163	Uu	the company has reported declines in operating 
wsj_0027.tml_9_164	CT+	_ _ magna recently cut its quarterly 
wsj_0027.tml_9_165	CT+	class a shares are wallowing far below 
wsj_0027.tml_9_166	CT+	far below their 52-week high of 16.125 
wsj_0027.tml_10_167	CT+	exchange yesterdaycomma magna shares closed up 37.5 
wsj_0027.tml_11_168	CT+	controlling shareholder of magnacomma resigned as chief 
wsj_0027.tml_11_169	CT+	officer last year to seek comma unsuccessfullycomma 
wsj_0027.tml_11_170	CT-	seek comma unsuccessfullycomma a seat in canadasquotes 
wsj_0027.tml_12_171	CT+	_ _ _ analysts said mr. stronach 
wsj_0027.tml_12_172	Uu	analysts said mr. stronach wants to resume 
wsj_0027.tml_12_173	Uu	mr. stronach wants to resume a more 
wsj_0027.tml_12_174	Uu	more influential role in running the company. 
wsj_0027.tml_13_175	CT+	_ _ _ they expect him to 
wsj_0027.tml_13_176	Uu	they expect him to cut costs throughout 
wsj_0027.tml_14_177	CT+	will personally direct the restructuringcomma assisted by 
wsj_0027.tml_14_178	CT+	_ _ the company said mr. stronach 
wsj_0027.tml_14_179	Uu	mr. stronach will personally direct the restructuringcomma 
wsj_0027.tml_14_180	Uu	personally direct the restructuringcomma assisted by manfred 
wsj_0027.tml_15_181	CT-	mr. mcalpine could be reached for comment. 
wsj_0027.tml_16_182	CT+	_ _ _ magna said mr. mcalpine 
wsj_0027.tml_16_183	Uu	magna said mr. mcalpine resigned to pursue 
wsj_0027.tml_16_184	Uu	mr. mcalpine resigned to pursue a consulting 
WSJ910225-0066.tml_3_185	CT+	_ with the ground battle to liberate 
WSJ910225-0066.tml_3_186	Uu	the ground battle to liberate kuwait proceeding 
WSJ910225-0066.tml_3_187	CT+	battle to liberate kuwait proceeding with surprising 
WSJ910225-0066.tml_3_188	CT+	optimistic the persian gulf war can begin 
WSJ910225-0066.tml_3_189	Uu	persian gulf war can begin winding down 
WSJ910225-0066.tml_3_190	Uu	gulf war can begin winding down in 
WSJ910225-0066.tml_4_191	Uu	its first 24 hourscomma met only sporadic 
WSJ910225-0066.tml_4_192	Uu	met only sporadic iraqi resistance as it 
WSJ910225-0066.tml_4_193	Uu	resistance as it quickly penetrated deep into 
WSJ910225-0066.tml_4_194	CT+	of iraqcomma military officials said. _ _ 
WSJ910225-0066.tml_4_195	CT+	_ the enormous ground offensive by u.s. 
WSJ910225-0066.tml_5_196	CT+	according to press pool reportscomma u.s. marines 
WSJ910225-0066.tml_5_197	Uu	u.s. marines are already on the outskirts 
WSJ910225-0066.tml_6_198	Uu	farcomma the offensive is progressing with dramatic 
WSJ910225-0066.tml_6_199	Uu	_ backslashso farcomma the offensive is progressing 
WSJ910225-0066.tml_6_200	CT+	progressing with dramatic successcommabackslash said a buoyant 
WSJ910225-0066.tml_7_201	Uu	the uncertainty of early battle reportscomma white 
WSJ910225-0066.tml_7_202	Uu	while cautioning about the uncertainty of early 
WSJ910225-0066.tml_7_203	CT+	_ _ similarlycomma while cautioning about the 
WSJ910225-0066.tml_7_204	Uu	uncertainty of early battle reportscomma white house 
WSJ910225-0066.tml_7_205	CT+	house spokesman marlin fitzwater said late yesterday 
WSJ910225-0066.tml_7_206	Uu	late yesterday that backslashthe operation has been 
WSJ910225-0066.tml_8_207	CT+	_ _ _ amid reports that thousands 
WSJ910225-0066.tml_8_208	Uu	of iraqi soldiers had surrenderedcomma administration aides 
WSJ910225-0066.tml_8_209	CT+	privatecomma with one even talking of victory 
WSJ910225-0066.tml_8_210	Uu	one even talking of victory within a 
WSJ910225-0066.tml_9_211	CT+	_ _ but even continued military success 
WSJ910225-0066.tml_9_212	CT+	even continued military success carries political and 
WSJ910225-0066.tml_9_213	CT+	carries political and diplomatic risks for president 
WSJ910225-0066.tml_9_214	CT+	the u.s. the allied rejection of the 
WSJ910225-0066.tml_9_215	CT+	the last-minute soviet-led diplomatic effort to avoid 
WSJ910225-0066.tml_9_216	Uu	soviet-led diplomatic effort to avoid the ground 
WSJ910225-0066.tml_9_217	Uu	to avoid the ground war enabled mr. 
WSJ910225-0066.tml_9_218	CT+	avoid the ground war enabled mr. bush 
WSJ910225-0066.tml_9_219	CT+	enabled mr. bush to seize the initiative 
WSJ910225-0066.tml_9_220	PR+	iraq seemingly bent on dictating peace terms. 
WSJ910225-0066.tml_10_221	CT+	_ but it has offended somecomma especially 
WSJ910225-0066.tml_10_222	CT+	arab countriescomma who now believe that mr. 
WSJ910225-0066.tml_10_223	Uu	saddam hussein and the destruction of the 
WSJ910225-0066.tml_10_224	Uu	militarycomma not just the liberation of kuwait. 
WSJ910225-0066.tml_10_225	Uu	real objectives are the demise of saddam 
WSJ910225-0066.tml_10_226	Uu	that mr. bushsquotes real objectives are the 
WSJ910225-0066.tml_11_227	Uu	_ backslashwhy have a war ? backslash 
WSJ910225-0066.tml_12_228	CT+	_ _ _ _ asked abdul latif 
WSJ910225-0066.tml_12_229	CT+	in egyptcomma a country participating in the 
WSJ910225-0066.tml_12_230	CT+	country participating in the attack on iraqi 
WSJ910225-0066.tml_13_231	Uu	_ _ _ backslashi think the gorbachev 
WSJ910225-0066.tml_13_232	Uu	gorbachev plan was a good one. _ 
WSJ910225-0066.tml_14_233	Uu	iraq was ready to withdraw.backslash _ _ 
WSJ910225-0066.tml_15_234	CT+	_ _ nowcomma he sayscomma backslashit looks 
WSJ910225-0066.tml_15_235	Uu	nowcomma he sayscomma backslashit looks like the 
WSJ910225-0066.tml_15_236	Uu	like the west just wants to destroy 
WSJ910225-0066.tml_15_237	Uu	west just wants to destroy iraq.backslash _ 
WSJ910225-0066.tml_16_238	PS+	could still suffer greater casualties and become 
WSJ910225-0066.tml_16_239	PS+	greater casualties and become bogged down militarily 
WSJ910225-0066.tml_16_240	CT+	_ despite the early indications of successcomma 
WSJ910225-0066.tml_16_241	PS+	allied forces could still suffer greater casualties 
WSJ910225-0066.tml_16_242	PS+	suffer greater casualties and become bogged down 
WSJ910225-0066.tml_16_243	CT+	comma especially when they encounter the tough 
WSJ910225-0066.tml_16_244	CT+	republican guardcomma which is entrenched along the 
WSJ910225-0066.tml_17_245	CT+	to destroy the iraqi regime even at 
WSJ910225-0066.tml_17_246	CT+	that could be highcommabackslash worries former national 
WSJ910225-0066.tml_17_247	Uu	socomma and if it appears that the 
WSJ910225-0066.tml_17_248	CT+	appears that the american goal actually is 
WSJ910225-0066.tml_17_249	Uu	goal actually is to destroy the iraqi 
WSJ910225-0066.tml_17_250	Uu	the cost of badly hurting iraqi societycomma 
WSJ910225-0066.tml_18_251	Uu	he notescomma backslashif everything crumbles totallycomma that 
WSJ910225-0066.tml_18_252	CT+	_ _ butcomma he notescomma backslashif everything 
WSJ910225-0066.tml_19_253	CT+	_ american officials staunchly disavow any interest 
WSJ910225-0066.tml_19_254	Uu	disavow any interest in driving through iraq 
WSJ910225-0066.tml_19_255	Uu	toward baghdadcomma either in pursuit of saddam 
WSJ910225-0066.tml_19_256	Uu	hussein himself or to set up some 
WSJ910225-0066.tml_20_257	Uu	there is not any plan to drive 
WSJ910225-0066.tml_20_258	CT+	north of kuwaitcomma but say there is 
WSJ910225-0066.tml_20_259	Uu	say their battle plans call for operating 
WSJ910225-0066.tml_20_260	Uu	battle plans call for operating against forces 
WSJ910225-0066.tml_20_261	CT+	north of kuwaitcomma but say there is 
WSJ910225-0066.tml_20_262	Uu	not any plan to drive beyond that. 
WSJ910225-0066.tml_21_263	Uu	a backslashpincerbackslash movement to trap the soldiers 
WSJ910225-0066.tml_21_264	Uu	kuwaitcomma but insistedcomma backslashthe purpose is not 
WSJ910225-0066.tml_21_265	Uu	territorycomma thatsquotes not the aimcomma that is 
WSJ910225-0066.tml_21_266	CT+	french president francois mitterrand said yesterday that 
WSJ910225-0066.tml_21_267	Uu	some allied forces are crossing iraqi territory 
WSJ910225-0066.tml_21_268	Uu	part of a backslashpincerbackslash movement to trap 
WSJ910225-0066.tml_21_269	CT+	to trap the soldiers occupying kuwaitcomma but 
WSJ910225-0066.tml_21_270	CT+	soldiers occupying kuwaitcomma but insistedcomma backslashthe purpose 
WSJ910225-0066.tml_21_271	Uu	purpose is not to invade iraqi territorycomma 
WSJ910225-0066.tml_21_272	Uu	that is not the mandate.backslash _ _ 
WSJ910225-0066.tml_22_273	CT+	the weekend became more open in declaring 
WSJ910225-0066.tml_22_274	CT+	hope to destroy his regime -- a 
WSJ910225-0066.tml_22_275	CT+	officials over the weekend became more open 
WSJ910225-0066.tml_22_276	CT+	became more open in declaring that by 
WSJ910225-0066.tml_22_277	Uu	in declaring that by destroying saddam husseinsquotes 
WSJ910225-0066.tml_22_278	Uu	husseinsquotes military machine they hope to destroy 
WSJ910225-0066.tml_22_279	Uu	machine they hope to destroy his regime 
WSJ910225-0066.tml_22_280	CT+	his regime -- a goal likely to 
WSJ910225-0066.tml_22_281	PR+	goal likely to be supported by most 
WSJ910225-0066.tml_23_282	CT+	_ in a pre-attack messagecomma lt. gen. 
WSJ910225-0066.tml_23_283	CT+	in the persian gulfcomma told u.s. marines 
WSJ910225-0066.tml_23_284	Uu	u.s. marines that their goal is to 
WSJ910225-0066.tml_23_285	Uu	goal is to backslash restore { kuwait 
WSJ910225-0066.tml_24_286	CT+	he went on to add that backslashin 
WSJ910225-0066.tml_24_287	Uu	add that backslashin so doing you not 
WSJ910225-0066.tml_24_288	Uu	doing you not only return a nation 
WSJ910225-0066.tml_24_289	Uu	peoplecomma but you will destroy the war 
WSJ910225-0066.tml_24_290	CT+	_ _ _ he went on to 
WSJ910225-0066.tml_25_291	CT+	of state james baker said on abc-tvsquotes 
WSJ910225-0066.tml_25_292	CT+	nations resolutions condemning iraqsquotes invasion of kuwait 
WSJ910225-0066.tml_25_293	Uu	iraqsquotes invasion of kuwait backslashimply that the 
WSJ910225-0066.tml_25_294	Uu	kuwait backslashimply that the restoration of peace 
WSJ910225-0066.tml_25_295	Uu	if he and that leadership were not 
WSJ910225-0066.tml_25_296	CT+	series of united nations resolutions condemning iraqsquotes 
WSJ910225-0066.tml_25_297	CT+	of united nations resolutions condemning iraqsquotes invasion 
WSJ910225-0066.tml_25_298	Uu	that the restoration of peace and stability 
WSJ910225-0066.tml_25_299	Uu	restoration of peace and stability in the 
WSJ910225-0066.tml_25_300	Uu	heck of a lot easier if he 
WSJ910225-0066.tml_26_301	Uu	far too early to assume that the 
WSJ910225-0066.tml_26_302	Uu	on the ground will stay as smooth 
WSJ910225-0066.tml_26_303	CT+	allied forces as it appears to have 
WSJ910225-0066.tml_26_304	CT+	assume that the military situation on the 
WSJ910225-0066.tml_26_305	CT+	is still far too early to assume 
WSJ910225-0066.tml_27_306	CT+	_ _ iraq still has the potential 
WSJ910225-0066.tml_27_307	Uu	has the potential to cause significant problems 
WSJ910225-0066.tml_27_308	Uu	cause significant problems by using forces and 
WSJ910225-0066.tml_27_309	CT-	that do not yet seem fully engaged. 
WSJ910225-0066.tml_27_310	PR-	not yet seem fully engaged. _ _ 
WSJ910225-0066.tml_27_311	Uu	potential to cause significant problems by using 
WSJ910225-0066.tml_28_312	PR-	still apparently has not unleashed its stockpile 
WSJ910225-0066.tml_29_313	CT+	_ _ gen. schwarzkopf said that some 
WSJ910225-0066.tml_29_314	Uu	said that some early reports that chemical 
WSJ910225-0066.tml_29_315	Uu	that chemical weapons were used against allied 
WSJ910225-0066.tml_29_316	Uu	used against allied troops turned out to 
WSJ910225-0066.tml_30_317	CT+	_ _ iraq is believed to have 
WSJ910225-0066.tml_30_318	PR+	iraq is believed to have the ability 
WSJ910225-0066.tml_30_319	Uu	have the ability to deliver chemical weapons 
WSJ910225-0066.tml_31_320	CT+	perhaps more importantcomma it appears that allied 
WSJ910225-0066.tml_31_321	PR-	have not yet fully engaged iraqsquotes vaunted 
WSJ910225-0066.tml_31_322	CT+	iraq-kuwait border and is considered the most 
WSJ910225-0066.tml_31_323	CT+	element in the iraqi defense. _ _ 
WSJ910225-0066.tml_31_324	CT+	guardcomma which has been sitting just north 
WSJ910225-0066.tml_32_325	CT+	_ _ _ it remains to be 
WSJ910225-0066.tml_32_326	CT-	it remains to be seen how much 
WSJ910225-0066.tml_32_327	Uu	be seen how much damage the allied 
WSJ910225-0066.tml_32_328	CT+	damage the allied air campaign was able 
WSJ910225-0066.tml_32_329	Uu	campaign was able to inflict on the 
WSJ910225-0066.tml_32_330	Uu	whether president hussein will commit his most 
WSJ910225-0066.tml_32_331	Uu	troops to a fight-to-the-death finish. _ _ 
WSJ910225-0066.tml_32_332	Uu	allied air campaign was able to inflict 
WSJ910225-0066.tml_33_333	CT+	_ certainly saddam hussein continues to implore 
WSJ910225-0066.tml_33_334	CT+	saddam hussein continues to implore his country 
WSJ910225-0066.tml_33_335	Uu	implore his country to fight on. _ 
WSJ910225-0066.tml_34_336	Uu	_ _ _ _ backslashfight themcommabackslash he 
WSJ910225-0066.tml_34_337	CT+	_ backslashfight themcommabackslash he urged iraqis in 
WSJ910225-0066.tml_34_338	CT+	iraqis in a radio address. _ _ 
WSJ910225-0066.tml_35_339	Uu	_ _ backslashall iraqiscomma fight them with 
WSJ910225-0066.tml_35_340	Uu	all the power you havecomma and all 
WSJ910225-0066.tml_35_341	Uu	you havecomma and all struggle for everything.backslash 
WSJ910225-0066.tml_36_342	CT+	war planners have long assumed that the 
WSJ910225-0066.tml_36_343	CT+	stage of the ground attackcomma in which 
WSJ910225-0066.tml_36_344	Uu	which american forces would use their speed 
WSJ910225-0066.tml_36_345	PR+	use their speed to sweep around iraqi 
WSJ910225-0066.tml_36_346	Uu	and their strength to punch through the 
WSJ910225-0066.tml_36_347	Uu	linecomma would be the easiest part. _ 
WSJ910225-0066.tml_37_348	CT+	fact that a ground campaign has begun 
WSJ910225-0066.tml_37_349	CT+	a ground campaign has begun almost guarantees 
WSJ910225-0066.tml_37_350	PR+	campaign has begun almost guarantees that the 
WSJ910225-0066.tml_37_351	CT+	will face fresh problems growing out of 
WSJ910225-0066.tml_37_352	PR+	administration will face fresh problems growing out 
WSJ910225-0066.tml_37_353	CT+	out of the military situation. _ _ 
WSJ910225-0066.tml_37_354	PR+	the bush administration will face fresh problems 
WSJ910225-0066.tml_38_355	CT+	takencomma and there are signs that president 
WSJ910225-0066.tml_38_356	PR+	that president hussein is taking kuwaiti hostages. 
WSJ910225-0066.tml_39_357	CT+	u.s. and kuwaiti officials say there are 
WSJ910225-0066.tml_39_358	Uu	officials say there are reports that large 
WSJ910225-0066.tml_39_359	Uu	being rounded up and held by iraqi 
WSJ910225-0066.tml_39_360	Uu	human shields or for use later in 
WSJ910225-0066.tml_39_361	Uu	human shields or for use later in 
WSJ910225-0066.tml_39_362	Uu	for use later in bargaining once the 
WSJ910225-0066.tml_39_363	CT+	in bargaining once the war is over. 
WSJ910225-0066.tml_39_364	Uu	kuwait city are being rounded up and 
WSJ910225-0066.tml_40_365	CT+	_ president bushsquotes political argument for going 
WSJ910225-0066.tml_40_366	Uu	bushsquotes political argument for going to a 
WSJ910225-0066.tml_40_367	Uu	going to a ground war has been 
WSJ910225-0066.tml_40_368	CT+	ground war has been strengthened by the 
WSJ910225-0066.tml_40_369	CT+	the growing stream of reports of wanton 
WSJ910225-0066.tml_40_370	Uu	reports of wanton iraqi destruction inside kuwait. 
WSJ910225-0066.tml_41_371	CT+	_ _ u.s. officials say that hundreds 
WSJ910225-0066.tml_41_372	Uu	now may have been set afire. _ 
WSJ910225-0066.tml_41_373	Uu	may have been set afire. _ _ 
WSJ910225-0066.tml_42_374	CT+	deputy national security advisercomma asserted in an 
WSJ910225-0066.tml_42_375	CT+	advisercomma asserted in an interview on the 
